Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
2016Q3,S08000030,S92000003,d,All Cancer Types,d,457,,409,
2016Q3,S08000031,S08000019,,Urological,,1,,2,
2016Q3,S08000031,S08000019,,All Cancer Types,d,1,,2,
2016Q3,S08000031,S08000024,,Upper GI,,157,,158,
2016Q3,S08000031,S08000024,,Urological,,1,,2,
2016Q3,S08000031,S08000024,,All Cancer Types,d,260,,265,
2016Q3,S08000031,S08000031,,Breast,,281,,253,
2016Q3,S08000031,S08000031,,Cervical,,13,,14,
2016Q3,S08000031,S08000031,,Colorectal,,112,,108,
2016Q3,S08000031,S08000031,,Head & Neck,,556,,536,
2016Q3,S08000031,S08000031,,Lung,,202,,203,
2016Q3,S08000031,S08000031,,Lymphoma,,504,,492,
2016Q3,S08000031,S08000031,,Melanoma,,5,,5,
2016Q3,S08000031,S08000031,,Ovarian,,321,,323,
2016Q3,S08000031,S08000031,,Upper GI,,68,,69,
2016Q3,S08000031,S08000031,,Urological,,252,,202,
2016Q3,S08000031,S08000031,,All Cancer Types,d,69,,54,
2016Q3,S08000031,S08000032,,Breast,,352,,353,
2016Q3,S08000031,S08000032,,Lung,,1,,2,
2016Q3,S08000031,S08000032,,All Cancer Types,d,423,,424,
2016Q3,S08000031,S92000003,d,Breast,,286,,258,
2016Q3,S08000031,S92000003,d,Cervical,,13,,14,
2016Q3,S08000031,S92000003,d,Colorectal,,112,,108,
2016Q3,S08000031,S92000003,d,Head & Neck,,556,,536,
2016Q3,S08000031,S92000003,d,Lung,,266,,271,
2016Q3,S08000031,S92000003,d,Lymphoma,,504,,492,
2016Q3,S08000031,S92000003,d,Melanoma,,5,,5,
2016Q3,S08000031,S92000003,d,Ovarian,,321,,323,
2016Q3,S08000031,S92000003,d,Upper GI,,75,,74,
2016Q3,S08000031,S92000003,d,Urological,,254,,204,
2016Q3,S08000031,S92000003,d,All Cancer Types,d,90,,78,
2016Q3,S08000031,SB0801,,Lung,,484,,480,
2016Q3,S08000031,SB0801,,All Cancer Types,d,484,,480,
2016Q3,S08000032,S08000024,,Colorectal,,157,,2,
2016Q3,S08000032,S08000024,,Urological,,157,,2,
2016Q3,S08000032,S08000024,,All Cancer Types,d,352,,158,
2016Q3,S08000032,S08000031,,Breast,,352,,353,
2016Q3,S08000032,S08000031,,Cervical,,260,,265,
2016Q3,S08000032,S08000031,,Colorectal,,572,,562,
2016Q3,S08000032,S08000031,,Head & Neck,,538,,527,
2016Q3,S08000032,S08000031,,Lung,,121,,129,
2016Q3,S08000032,S08000031,,Lymphoma,,1,,2,
2016Q3,S08000032,S08000031,,Melanoma,,483,,424,
2016Q3,S08000032,S08000031,,Ovarian,,157,,158,
2016Q3,S08000032,S08000031,,Upper GI,,260,,265,
2016Q3,S08000032,S08000031,,Urological,,81,,14,
2016Q3,S08000032,S08000031,,All Cancer Types,d,508,,489,
2016Q3,S08000032,S08000032,,Breast,,573,,560,
2016Q3,S08000032,S08000032,,Cervical,,157,,158,
2016Q3,S08000032,S08000032,,Colorectal,,501,,492,
2016Q3,S08000032,S08000032,,Head & Neck,,137,,140,
2016Q3,S08000032,S08000032,,Lung,,424,,425,
2016Q3,S08000032,S08000032,,Lymphoma,,121,,129,
2016Q3,S08000032,S08000032,,Melanoma,,321,,288,
2016Q3,S08000032,S08000032,,Ovarian,,423,,424,
2016Q3,S08000032,S08000032,,Upper GI,,359,,357,
2016Q3,S08000032,S08000032,,Urological,,23,,17,
2016Q3,S08000032,S08000032,,All Cancer Types,d,384,,370,
2016Q3,S08000032,S92000003,d,Breast,,579,,571,
2016Q3,S08000032,S92000003,d,Cervical,,423,,424,
2016Q3,S08000032,S92000003,d,Colorectal,,528,,516,
2016Q3,S08000032,S92000003,d,Head & Neck,,218,,221,
2016Q3,S08000032,S92000003,d,Lung,,575,,568,
2016Q3,S08000032,S92000003,d,Lymphoma,,137,,140,
2016Q3,S08000032,S92000003,d,Melanoma,,370,,329,
2016Q3,S08000032,S92000003,d,Ovarian,,511,,504,
2016Q3,S08000032,S92000003,d,Upper GI,,381,,375,
2016Q3,S08000032,S92000003,d,Urological,,46,,30,
2016Q3,S08000032,S92000003,d,All Cancer Types,d,456,,442,
2016Q3,S08000032,SB0801,,Lung,,209,,210,
2016Q3,S08000032,SB0801,,All Cancer Types,d,209,,210,
2016Q4,S08000015,S08000015,,Breast,,31,,32,
2016Q4,S08000015,S08000015,,Cervical,,1,,2,
2016Q4,S08000015,S08000015,,Colorectal,,424,,425,
2016Q4,S08000015,S08000015,,Head & Neck,,53,,38,
2016Q4,S08000015,S08000015,,Lung,,261,,266,
2016Q4,S08000015,S08000015,,Lymphoma,,53,,68,
2016Q4,S08000015,S08000015,,Melanoma,,511,,504,
2016Q4,S08000015,S08000015,,Ovarian,,260,,265,
2016Q4,S08000015,S08000015,,Upper GI,,250,,254,
2016Q4,S08000015,S08000015,,Urological,,508,,497,
2016Q4,S08000015,S08000015,,All Cancer Types,d,303,,308,
2016Q4,S08000015,S08000024,,Upper GI,,1,,2,
2016Q4,S08000015,S08000024,,All Cancer Types,d,1,,2,
2016Q4,S08000015,S08000031,,Breast,,1,,2,
2016Q4,S08000015,S08000031,,Cervical,,423,,424,
2016Q4,S08000015,S08000031,,Colorectal,,572,,562,
2016Q4,S08000015,S08000031,,Head & Neck,,352,,265,
2016Q4,S08000015,S08000031,,Lung,,81,,97,
2016Q4,S08000015,S08000031,,Lymphoma,,1,,2,
2016Q4,S08000015,S08000031,,Melanoma,,157,,158,
2016Q4,S08000015,S08000031,,Ovarian,,423,,424,
2016Q4,S08000015,S08000031,,Upper GI,,105,,114,
2016Q4,S08000015,S08000031,,Urological,,511,,424,
2016Q4,S08000015,S08000031,,All Cancer Types,d,501,,486,
2016Q4,S08000015,S92000003,d,Breast,,32,,33,
2016Q4,S08000015,S92000003,d,Cervical,,483,,479,
2016Q4,S08000015,S92000003,d,Colorectal,,478,,476,
2016Q4,S08000015,S92000003,d,Head & Neck,,137,,114,
2016Q4,S08000015,S92000003,d,Lung,,461,,459,
2016Q4,S08000015,S92000003,d,Lymphoma,,81,,97,
2016Q4,S08000015,S92000003,d,Melanoma,,572,,562,
2016Q4,S08000015,S92000003,d,Ovarian,,538,,527,
2016Q4,S08000015,S92000003,d,Upper GI,,394,,389,
2016Q4,S08000015,S92000003,d,Urological,,524,,510,
2016Q4,S08000015,S92000003,d,All Cancer Types,d,368,,361,
2016Q4,S08000015,SB0801,,Lung,,2,,3,
2016Q4,S08000015,SB0801,,All Cancer Types,d,2,,3,
2016Q4,S08000016,S08000016,,Breast,,24,,25,
2016Q4,S08000016,S08000016,,Cervical,,1,,2,
2016Q4,S08000016,S08000016,,Colorectal,,158,,159,
2016Q4,S08000016,S08000016,,Head & Neck,,1,,2,
2016Q4,S08000016,S08000016,,Lung,,538,,527,
2016Q4,S08000016,S08000016,,Lymphoma,,511,,504,
2016Q4,S08000016,S08000016,,Melanoma,,260,,265,
2016Q4,S08000016,S08000016,,Ovarian,,260,,265,
2016Q4,S08000016,S08000016,,Upper GI,,572,,562,
2016Q4,S08000016,S08000016,,Urological,,228,,232,
2016Q4,S08000016,S08000016,,All Cancer Types,d,574,,565,
2016Q4,S08000016,S08000024,,Breast,,1,,2,
2016Q4,S08000016,S08000024,,Colorectal,,157,,158,
2016Q4,S08000016,S08000024,,Head & Neck,,423,,424,
2016Q4,S08000016,S08000024,,Lung,,538,,527,
2016Q4,S08000016,S08000024,,Lymphoma,,1,,2,
2016Q4,S08000016,S08000024,,Upper GI,,423,,424,
2016Q4,S08000016,S08000024,,Urological,,572,,479,
2016Q4,S08000016,S08000024,,All Cancer Types,d,272,,243,
2016Q4,S08000016,S08000030,,Colorectal,,1,,2,
2016Q4,S08000016,S08000030,,All Cancer Types,d,1,,2,
2016Q4,S08000016,S92000003,d,Breast,,35,,38,
2016Q4,S08000016,S92000003,d,Cervical,,1,,2,
2016Q4,S08000016,S92000003,d,Colorectal,,188,,190,
2016Q4,S08000016,S92000003,d,Head & Neck,,483,,479,
2016Q4,S08000016,S92000003,d,Lung,,105,,114,
2016Q4,S08000016,S92000003,d,Lymphoma,,538,,527,
2016Q4,S08000016,S92000003,d,Melanoma,,260,,265,
2016Q4,S08000016,S92000003,d,Ovarian,,260,,265,
2016Q4,S08000016,S92000003,d,Upper GI,,53,,68,
2016Q4,S08000016,S92000003,d,Urological,,321,,298,
2016Q4,S08000016,S92000003,d,All Cancer Types,d,28,,26,
2016Q4,S08000017,S08000017,,Breast,,148,,150,
2016Q4,S08000017,S08000017,,Colorectal,,105,,38,
2016Q4,S08000017,S08000017,,Head & Neck,,157,,158,
2016Q4,S08000017,S08000017,,Lung,,137,,140,
2016Q4,S08000017,S08000017,,Lymphoma,,538,,527,
2016Q4,S08000017,S08000017,,Melanoma,,13,,14,
2016Q4,S08000017,S08000017,,Ovarian,,157,,158,
2016Q4,S08000017,S08000017,,Upper GI,,2,,3,
2016Q4,S08000017,S08000017,,Urological,,330,,307,
2016Q4,S08000017,S08000017,,All Cancer Types,d,28,,22,
2016Q4,S08000017,S08000024,,Breast,,1,,2,
2016Q4,S08000017,S08000024,,Colorectal,,1,,2,
2016Q4,S08000017,S08000024,,Head & Neck,,483,,424,
2016Q4,S08000017,S08000024,,Lung,,483,,479,
2016Q4,S08000017,S08000024,,Melanoma,,1,,2,
2016Q4,S08000017,S08000024,,Upper GI,,352,,353,
2016Q4,S08000017,S08000024,,Urological,,35,,353,
2016Q4,S08000017,S08000024,,All Cancer Types,d,283,,179,
2016Q4,S08000017,S08000031,,Head & Neck,,157,,158,
2016Q4,S08000017,S08000031,,All Cancer Types,d,157,,158,
2016Q4,S08000017,S92000003,d,Breast,,158,,159,
2016Q4,S08000017,S92000003,d,Colorectal,,121,,68,
2016Q4,S08000017,S92000003,d,Head & Neck,,2,,562,
2016Q4,S08000017,S92000003,d,Lung,,283,,288,
2016Q4,S08000017,S92000003,d,Lymphoma,,538,,527,
2016Q4,S08000017,S92000003,d,Melanoma,,24,,25,
2016Q4,S08000017,S92000003,d,Ovarian,,157,,158,
2016Q4,S08000017,S92000003,d,Upper GI,,53,,68,
2016Q4,S08000017,S92000003,d,Urological,,424,,338,
2016Q4,S08000017,S92000003,d,All Cancer Types,d,115,,94,
2016Q4,S08000017,SB0801,,Lung,,538,,527,
2016Q4,S08000017,SB0801,,All Cancer Types,d,538,,527,
2016Q4,S08000019,S08000019,,Breast,,250,,254,
2016Q4,S08000019,S08000019,,Cervical,,1,,2,
2016Q4,S08000019,S08000019,,Colorectal,,415,,417,
2016Q4,S08000019,S08000019,,Head & Neck,,157,,158,
2016Q4,S08000019,S08000019,,Lung,,300,,307,
2016Q4,S08000019,S08000019,,Lymphoma,,2,,3,
2016Q4,S08000019,S08000019,,Melanoma,,137,,97,
2016Q4,S08000019,S08000019,,Ovarian,,157,,158,
2016Q4,S08000019,S08000019,,Upper GI,,121,,129,
2016Q4,S08000019,S08000019,,Urological,,514,,498,
2016Q4,S08000019,S08000019,,All Cancer Types,d,192,,187,
2016Q4,S08000019,S08000024,,Breast,,1,,2,
2016Q4,S08000019,S08000024,,Upper GI,,157,,158,
2016Q4,S08000019,S08000024,,All Cancer Types,d,260,,265,
2016Q4,S08000019,S08000031,,Cervical,,352,,353,
2016Q4,S08000019,S08000031,,Colorectal,,352,,353,
2016Q4,S08000019,S08000031,,Head & Neck,,13,,14,
2016Q4,S08000019,S08000031,,Lung,,53,,68,
2016Q4,S08000019,S08000031,,Lymphoma,,260,,265,
2016Q4,S08000019,S08000031,,Melanoma,,1,,2,
2016Q4,S08000019,S08000031,,Ovarian,,423,,424,
2016Q4,S08000019,S08000031,,Upper GI,,2,,3,
2016Q4,S08000019,S08000031,,Urological,,511,,265,
2016Q4,S08000019,S08000031,,All Cancer Types,d,478,,459,
2016Q4,S08000019,S08000032,,Head & Neck,,352,,353,
2016Q4,S08000019,S08000032,,All Cancer Types,d,352,,353,
2016Q4,S08000019,S92000003,d,Breast,,261,,266,
2016Q4,S08000019,S92000003,d,Cervical,,423,,424,
2016Q4,S08000019,S92000003,d,Colorectal,,447,,450,
2016Q4,S08000019,S92000003,d,Head & Neck,,121,,129,
2016Q4,S08000019,S92000003,d,Lung,,467,,462,
2016Q4,S08000019,S92000003,d,Lymphoma,,35,,38,
2016Q4,S08000019,S92000003,d,Melanoma,,148,,114,
2016Q4,S08000019,S92000003,d,Ovarian,,511,,504,
2016Q4,S08000019,S92000003,d,Upper GI,,250,,254,
2016Q4,S08000019,S92000003,d,Urological,,533,,506,
2016Q4,S08000019,S92000003,d,All Cancer Types,d,269,,262,
2016Q4,S08000019,SB0801,,Lung,,538,,527,
2016Q4,S08000019,SB0801,,All Cancer Types,d,538,,527,
2016Q4,S08000020,S08000020,,Breast,,37,,26,
2016Q4,S08000020,S08000020,,Cervical,,483,,479,
2016Q4,S08000020,S08000020,,Colorectal,,539,,515,
2016Q4,S08000020,S08000020,,Head & Neck,,137,,140,
2016Q4,S08000020,S08000020,,Lung,,589,,576,
2016Q4,S08000020,S08000020,,Lymphoma,,346,,346,
2016Q4,S08000020,S08000020,,Melanoma,,239,,243,
2016Q4,S08000020,S08000020,,Ovarian,,137,,140,
2016Q4,S08000020,S08000020,,Upper GI,,496,,486,
2016Q4,S08000020,S08000020,,Urological,,19,,4,
2016Q4,S08000020,S08000020,,All Cancer Types,d,481,,463,
2016Q4,S08000020,S08000025,,Breast,,1,,2,
2016Q4,S08000020,S08000025,,All Cancer Types,d,1,,2,
2016Q4,S08000020,S08000026,,Breast,,352,,353,
2016Q4,S08000020,S08000026,,All Cancer Types,d,352,,353,
2016Q4,S08000020,S92000003,d,Breast,,46,,31,
2016Q4,S08000020,S92000003,d,Cervical,,483,,479,
2016Q4,S08000020,S92000003,d,Colorectal,,539,,515,
2016Q4,S08000020,S92000003,d,Head & Neck,,137,,140,
2016Q4,S08000020,S92000003,d,Lung,,589,,576,
2016Q4,S08000020,S92000003,d,Lymphoma,,346,,346,
2016Q4,S08000020,S92000003,d,Melanoma,,239,,243,
2016Q4,S08000020,S92000003,d,Ovarian,,137,,140,
2016Q4,S08000020,S92000003,d,Upper GI,,496,,486,
2016Q4,S08000020,S92000003,d,Urological,,19,,4,
2016Q4,S08000020,S92000003,d,All Cancer Types,d,485,,468,
2016Q4,S08000022,S08000020,,Breast,,1,,2,
2016Q4,S08000022,S08000020,,Colorectal,,1,,2,
2016Q4,S08000022,S08000020,,Lung,,157,,158,
2016Q4,S08000022,S08000020,,Ovarian,,1,,2,
2016Q4,S08000022,S08000020,,Urological,,572,,265,
2016Q4,S08000022,S08000020,,All Cancer Types,d,53,,527,
2016Q4,S08000022,S08000022,,Breast,,467,,462,
2016Q4,S08000022,S08000022,,Cervical,,157,,158,
2016Q4,S08000022,S08000022,,Colorectal,,337,,329,
2016Q4,S08000022,S08000022,,Head & Neck,,105,,97,
2016Q4,S08000022,S08000022,,Lung,,330,,329,
2016Q4,S08000022,S08000022,,Lymphoma,,81,,97,
2016Q4,S08000022,S08000022,,Melanoma,,2,,562,
2016Q4,S08000022,S08000022,,Ovarian,,352,,353,
2016Q4,S08000022,S08000022,,Upper GI,,283,,288,
2016Q4,S08000022,S08000022,,Urological,,431,,375,
2016Q4,S08000022,S08000022,,All Cancer Types,d,219,,212,
2016Q4,S08000022,S08000024,,Urological,,260,,2,
2016Q4,S08000022,S08000024,,All Cancer Types,d,260,,2,
2016Q4,S08000022,S08000028,,Urological,,1,,2,
2016Q4,S08000022,S08000028,,All Cancer Types,d,1,,2,
2016Q4,S08000022,S08000030,,Head & Neck,,423,,424,
2016Q4,S08000022,S08000030,,All Cancer Types,d,423,,424,
2016Q4,S08000022,S08000031,,Head & Neck,,1,,2,
2016Q4,S08000022,S08000031,,Lung,,1,,2,
2016Q4,S08000022,S08000031,,Ovarian,,1,,2,
2016Q4,S08000022,S08000031,,Upper GI,,1,,2,
2016Q4,S08000022,S08000031,,All Cancer Types,d,352,,353,
2016Q4,S08000022,S92000003,d,Breast,,471,,470,
2016Q4,S08000022,S92000003,d,Cervical,,157,,158,
2016Q4,S08000022,S92000003,d,Colorectal,,346,,338,
2016Q4,S08000022,S92000003,d,Head & Neck,,177,,168,
2016Q4,S08000022,S92000003,d,Lung,,394,,389,
2016Q4,S08000022,S92000003,d,Lymphoma,,81,,97,
2016Q4,S08000022,S92000003,d,Melanoma,,2,,562,
2016Q4,S08000022,S92000003,d,Ovarian,,483,,479,
2016Q4,S08000022,S92000003,d,Upper GI,,292,,298,
2016Q4,S08000022,S92000003,d,Urological,,500,,417,
2016Q4,S08000022,S92000003,d,All Cancer Types,d,255,,239,
2016Q4,S08000022,SB0801,,Lung,,483,,479,
2016Q4,S08000022,SB0801,,All Cancer Types,d,483,,479,
2016Q4,S08000024,S08000016,,Breast,,157,,158,
2016Q4,S08000024,S08000016,,All Cancer Types,d,157,,158,
2016Q4,S08000024,S08000024,,Breast,,173,,174,
2016Q4,S08000024,S08000024,,Cervical,,260,,265,
2016Q4,S08000024,S08000024,,Colorectal,,8,,575,
2016Q4,S08000024,S08000024,,Head & Neck,,330,,329,
2016Q4,S08000024,S08000024,,Lung,,91,,104,
2016Q4,S08000024,S08000024,,Lymphoma,,346,,346,
2016Q4,S08000024,S08000024,,Melanoma,,388,,382,
2016Q4,S08000024,S08000024,,Ovarian,,13,,3,
2016Q4,S08000024,S08000024,,Upper GI,,218,,221,
2016Q4,S08000024,S08000024,,Urological,,40,,4,
2016Q4,S08000024,S08000024,,All Cancer Types,d,529,,511,
2016Q4,S08000024,S08000029,,Breast,,352,,353,
2016Q4,S08000024,S08000029,,All Cancer Types,d,352,,353,
2016Q4,S08000024,S08000031,,Breast,,1,,2,
2016Q4,S08000024,S08000031,,All Cancer Types,d,1,,2,
2016Q4,S08000024,S92000003,d,Breast,,180,,182,
2016Q4,S08000024,S92000003,d,Cervical,,260,,265,
2016Q4,S08000024,S92000003,d,Colorectal,,8,,575,
2016Q4,S08000024,S92000003,d,Head & Neck,,330,,329,
2016Q4,S08000024,S92000003,d,Lung,,91,,104,
2016Q4,S08000024,S92000003,d,Lymphoma,,346,,346,
2016Q4,S08000024,S92000003,d,Melanoma,,388,,382,
2016Q4,S08000024,S92000003,d,Ovarian,,13,,3,
2016Q4,S08000024,S92000003,d,Upper GI,,218,,221,
2016Q4,S08000024,S92000003,d,Urological,,40,,4,
2016Q4,S08000024,S92000003,d,All Cancer Types,d,532,,514,
2016Q4,S08000025,S08000020,,Colorectal,,1,,2,
2016Q4,S08000025,S08000020,,Head & Neck,,157,,158,
2016Q4,S08000025,S08000020,,Upper GI,,1,,2,
2016Q4,S08000025,S08000020,,All Cancer Types,d,352,,353,
2016Q4,S08000025,S08000025,,Colorectal,,157,,158,
2016Q4,S08000025,S08000025,,Ovarian,,1,,2,
2016Q4,S08000025,S08000025,,Urological,,1,,2,
2016Q4,S08000025,S08000025,,All Cancer Types,d,352,,353,
2016Q4,S08000025,S92000003,d,Colorectal,,260,,265,
2016Q4,S08000025,S92000003,d,Head & Neck,,157,,158,
2016Q4,S08000025,S92000003,d,Ovarian,,1,,2,
2016Q4,S08000025,S92000003,d,Upper GI,,1,,2,
2016Q4,S08000025,S92000003,d,Urological,,1,,2,
2016Q4,S08000025,S92000003,d,All Cancer Types,d,538,,527,
2016Q4,S08000026,S08000020,,Breast,,1,,2,
2016Q4,S08000026,S08000020,,Colorectal,,1,,2,
2016Q4,S08000026,S08000020,,Lymphoma,,157,,158,
2016Q4,S08000026,S08000020,,Urological,,1,,2,
2016Q4,S08000026,S08000020,,All Cancer Types,d,423,,424,
2016Q4,S08000026,S08000026,,Breast,,352,,353,
2016Q4,S08000026,S08000026,,Colorectal,,483,,479,
2016Q4,S08000026,S08000026,,Lung,,1,,2,
2016Q4,S08000026,S08000026,,Melanoma,,157,,158,
2016Q4,S08000026,S08000026,,Upper GI,,1,,2,
2016Q4,S08000026,S08000026,,Urological,,423,,424,
2016Q4,S08000026,S08000026,,All Cancer Types,d,148,,150,
2016Q4,S08000026,S92000003,d,Breast,,423,,424,
2016Q4,S08000026,S92000003,d,Colorectal,,511,,504,
2016Q4,S08000026,S92000003,d,Lung,,1,,2,
2016Q4,S08000026,S92000003,d,Lymphoma,,157,,158,
2016Q4,S08000026,S92000003,d,Melanoma,,157,,158,
2016Q4,S08000026,S92000003,d,Upper GI,,1,,2,
2016Q4,S08000026,S92000003,d,Urological,,483,,479,
2016Q4,S08000026,S92000003,d,All Cancer Types,d,198,,199,
2016Q4,S08000028,S08000020,,Urological,,1,,1,
2016Q4,S08000028,S08000020,,All Cancer Types,d,1,,1,
2016Q4,S08000028,S08000022,,Colorectal,,260,,265,
2016Q4,S08000028,S08000022,,Head & Neck,,352,,158,
2016Q4,S08000028,S08000022,,Lung,,157,,158,
2016Q4,S08000028,S08000022,,Lymphoma,,157,,158,
2016Q4,S08000028,S08000022,,Upper GI,,157,,158,
2016Q4,S08000028,S08000022,,Urological,,157,,158,
2016Q4,S08000028,S08000022,,All Cancer Types,d,81,,38,
2016Q4,S08000028,S08000028,,Lung,,1,,2,
2016Q4,S08000028,S08000028,,Ovarian,,1,,2,
2016Q4,S08000028,S08000028,,Upper GI,,1,,2,
2016Q4,S08000028,S08000028,,Urological,,352,,353,
2016Q4,S08000028,S08000028,,All Cancer Types,d,511,,504,
2016Q4,S08000028,S08000031,,Colorectal,,1,,2,
2016Q4,S08000028,S08000031,,Ovarian,,1,,2,
2016Q4,S08000028,S08000031,,All Cancer Types,d,157,,158,
2016Q4,S08000028,S92000003,d,Colorectal,,352,,353,
2016Q4,S08000028,S92000003,d,Head & Neck,,352,,158,
2016Q4,S08000028,S92000003,d,Lung,,483,,479,
2016Q4,S08000028,S92000003,d,Lymphoma,,157,,158,
2016Q4,S08000028,S92000003,d,Ovarian,,157,,158,
2016Q4,S08000028,S92000003,d,Upper GI,,260,,265,
2016Q4,S08000028,S92000003,d,Urological,,511,,479,
2016Q4,S08000028,S92000003,d,All Cancer Types,d,239,,210,
2016Q4,S08000028,SB0801,,Lung,,260,,265,
2016Q4,S08000028,SB0801,,All Cancer Types,d,260,,265,
2016Q4,S08000029,S08000024,,Breast,,157,,158,
2016Q4,S08000029,S08000024,,Cervical,,352,,353,
2016Q4,S08000029,S08000024,,Colorectal,,423,,424,
2016Q4,S08000029,S08000024,,Head & Neck,,352,,353,
2016Q4,S08000029,S08000024,,Lung,,272,,277,
2016Q4,S08000029,S08000024,,Melanoma,,1,,2,
2016Q4,S08000029,S08000024,,Ovarian,,1,,2,
2016Q4,S08000029,S08000024,,Upper GI,,53,,68,
2016Q4,S08000029,S08000024,,Urological,,157,,2,
2016Q4,S08000029,S08000024,,All Cancer Types,d,500,,489,
2016Q4,S08000029,S08000029,,Breast,,337,,338,
2016Q4,S08000029,S08000029,,Cervical,,352,,353,
2016Q4,S08000029,S08000029,,Colorectal,,388,,382,
2016Q4,S08000029,S08000029,,Head & Neck,,157,,158,
2016Q4,S08000029,S08000029,,Lung,,310,,314,
2016Q4,S08000029,S08000029,,Lymphoma,,105,,114,
2016Q4,S08000029,S08000029,,Melanoma,,121,,129,
2016Q4,S08000029,S08000029,,Ovarian,,13,,14,
2016Q4,S08000029,S08000029,,Upper GI,,300,,307,
2016Q4,S08000029,S08000029,,Urological,,493,,470,
2016Q4,S08000029,S08000029,,All Cancer Types,d,222,,220,
2016Q4,S08000029,S08000030,,Head & Neck,,1,,2,
2016Q4,S08000029,S08000030,,Lung,,260,,158,
2016Q4,S08000029,S08000030,,Melanoma,,1,,2,
2016Q4,S08000029,S08000030,,All Cancer Types,d,423,,353,
2016Q4,S08000029,S92000003,d,Breast,,353,,354,
2016Q4,S08000029,S92000003,d,Cervical,,538,,527,
2016Q4,S08000029,S92000003,d,Colorectal,,424,,425,
2016Q4,S08000029,S92000003,d,Head & Neck,,511,,504,
2016Q4,S08000029,S92000003,d,Lung,,509,,498,
2016Q4,S08000029,S92000003,d,Lymphoma,,105,,114,
2016Q4,S08000029,S92000003,d,Melanoma,,148,,150,
2016Q4,S08000029,S92000003,d,Ovarian,,24,,25,
2016Q4,S08000029,S92000003,d,Upper GI,,405,,408,
2016Q4,S08000029,S92000003,d,Urological,,500,,474,
2016Q4,S08000029,S92000003,d,All Cancer Types,d,294,,294,
2016Q4,S08000030,S08000020,,Lung,,1,,2,
2016Q4,S08000030,S08000020,,All Cancer Types,d,1,,2,
2016Q4,S08000030,S08000024,,Lung,,572,,562,
2016Q4,S08000030,S08000024,,Upper GI,,1,,2,
2016Q4,S08000030,S08000024,,All Cancer Types,d,2,,3,
2016Q4,S08000030,S08000030,,Breast,,75,,21,
2016Q4,S08000030,S08000030,,Cervical,,260,,265,
2016Q4,S08000030,S08000030,,Colorectal,,585,,568,
2016Q4,S08000030,S08000030,,Head & Neck,,292,,298,
2016Q4,S08000030,S08000030,,Lung,,524,,513,
2016Q4,S08000030,S08000030,,Lymphoma,,24,,14,
2016Q4,S08000030,S08000030,,Melanoma,,121,,114,
2016Q4,S08000030,S08000030,,Ovarian,,2,,3,
2016Q4,S08000030,S08000030,,Upper GI,,501,,492,
2016Q4,S08000030,S08000030,,Urological,,26,,579,
2016Q4,S08000030,S08000030,,All Cancer Types,d,475,,438,
2016Q4,S08000030,S92000003,d,Breast,,75,,21,
2016Q4,S08000030,S92000003,d,Cervical,,260,,265,
2016Q4,S08000030,S92000003,d,Colorectal,,585,,568,
2016Q4,S08000030,S92000003,d,Head & Neck,,292,,298,
2016Q4,S08000030,S92000003,d,Lung,,556,,537,
2016Q4,S08000030,S92000003,d,Lymphoma,,24,,14,
2016Q4,S08000030,S92000003,d,Melanoma,,121,,114,
2016Q4,S08000030,S92000003,d,Ovarian,,2,,3,
2016Q4,S08000030,S92000003,d,Upper GI,,504,,495,
2016Q4,S08000030,S92000003,d,Urological,,26,,579,
2016Q4,S08000030,S92000003,d,All Cancer Types,d,480,,447,
2016Q4,S08000031,S08000019,,Breast,,1,,2,
2016Q4,S08000031,S08000019,,Lung,,1,,2,
2016Q4,S08000031,S08000019,,All Cancer Types,d,157,,158,
2016Q4,S08000031,S08000024,,Upper GI,,260,,158,
2016Q4,S08000031,S08000024,,All Cancer Types,d,260,,158,
2016Q4,S08000031,S08000031,,Breast,,263,,244,
2016Q4,S08000031,S08000031,,Cervical,,121,,129,
2016Q4,S08000031,S08000031,,Colorectal,,113,,117,
2016Q4,S08000031,S08000031,,Head & Neck,,562,,548,
2016Q4,S08000031,S08000031,,Lung,,205,,203,
2016Q4,S08000031,S08000031,,Lymphoma,,500,,490,
2016Q4,S08000031,S08000031,,Melanoma,,562,,542,
2016Q4,S08000031,S08000031,,Ovarian,,310,,314,
2016Q4,S08000031,S08000031,,Upper GI,,129,,125,
2016Q4,S08000031,S08000031,,Urological,,291,,219,
2016Q4,S08000031,S08000031,,All Cancer Types,d,84,,65,
2016Q4,S08000031,S08000032,,Breast,,572,,562,
2016Q4,S08000031,S08000032,,Lung,,1,,2,
2016Q4,S08000031,S08000032,,All Cancer Types,d,2,,3,
2016Q4,S08000031,S92000003,d,Breast,,274,,255,
2016Q4,S08000031,S92000003,d,Cervical,,121,,129,
2016Q4,S08000031,S92000003,d,Colorectal,,113,,117,
2016Q4,S08000031,S92000003,d,Head & Neck,,562,,548,
2016Q4,S08000031,S92000003,d,Lung,,256,,257,
2016Q4,S08000031,S92000003,d,Lymphoma,,500,,490,
2016Q4,S08000031,S92000003,d,Melanoma,,562,,542,
2016Q4,S08000031,S92000003,d,Ovarian,,310,,314,
