Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
2017Q4,S08000032,,S08000031,Upper GI,,6,r,6,r
2017Q4,S08000032,,S08000031,Urological,,7,r,6,r
2017Q4,S08000032,,S08000031,All Cancer Types,d,48,r,45,r
2017Q4,S08000032,,S08000032,Breast,,43,r,43,r
2017Q4,S08000032,,S08000032,Cervical,,2,r,2,r
2017Q4,S08000032,,S08000032,Colorectal,,56,r,52,r
2017Q4,S08000032,,S08000032,Head & Neck,,11,r,11,r
2017Q4,S08000032,,S08000032,Lung,,20,r,20,r
2017Q4,S08000032,,S08000032,Lymphoma,,11,r,11,r
2017Q4,S08000032,,S08000032,Melanoma,,16,r,15,r
2017Q4,S08000032,,S08000032,Ovarian,,1,r,1,r
2017Q4,S08000032,,S08000032,Upper GI,,24,r,24,r
2017Q4,S08000032,,S08000032,Urological,,46,r,43,r
2017Q4,S08000032,,S08000032,All Cancer Types,d,230,r,222,r
2017Q4,S08000032,,SB0801,Lung,,7,r,7,r
2017Q4,S08000032,,SB0801,All Cancer Types,d,7,r,7,r
2017Q4,S92000003,d,S08000015,Breast,,87,r,87,r
2017Q4,S92000003,d,S08000015,Colorectal,,45,r,44,r
2017Q4,S92000003,d,S08000015,Head & Neck,,9,r,8,r
2017Q4,S92000003,d,S08000015,Lung,,23,r,22,r
2017Q4,S92000003,d,S08000015,Lymphoma,,5,r,3,r
2017Q4,S92000003,d,S08000015,Melanoma,,6,r,6,r
2017Q4,S92000003,d,S08000015,Ovarian,,4,r,2,r
2017Q4,S92000003,d,S08000015,Upper GI,,26,r,25,r
2017Q4,S92000003,d,S08000015,Urological,,45,r,44,r
2017Q4,S92000003,d,S08000015,All Cancer Types,d,250,r,241,r
2017Q4,S92000003,d,S08000016,Breast,,13,r,13,r
2017Q4,S92000003,d,S08000016,Colorectal,,9,r,9,r
2017Q4,S92000003,d,S08000016,Lung,,12,r,12,r
2017Q4,S92000003,d,S08000016,Lymphoma,,3,r,2,r
2017Q4,S92000003,d,S08000016,Melanoma,,3,r,3,r
2017Q4,S92000003,d,S08000016,Ovarian,,3,r,3,r
2017Q4,S92000003,d,S08000016,Upper GI,,7,r,7,r
2017Q4,S92000003,d,S08000016,Urological,,9,r,9,r
2017Q4,S92000003,d,S08000016,All Cancer Types,d,59,r,58,r
2017Q4,S92000003,d,S08000017,Breast,,13,r,13,r
2017Q4,S92000003,d,S08000017,Cervical,,1,r,1,r
2017Q4,S92000003,d,S08000017,Colorectal,,14,r,13,r
2017Q4,S92000003,d,S08000017,Head & Neck,,2,r,2,r
2017Q4,S92000003,d,S08000017,Lung,,18,r,18,r
2017Q4,S92000003,d,S08000017,Lymphoma,,3,r,3,r
2017Q4,S92000003,d,S08000017,Melanoma,,2,r,2,r
2017Q4,S92000003,d,S08000017,Ovarian,,2,r,2,r
2017Q4,S92000003,d,S08000017,Upper GI,,6,r,6,r
2017Q4,S92000003,d,S08000017,Urological,,9,r,9,r
2017Q4,S92000003,d,S08000017,All Cancer Types,d,70,r,69,r
2017Q4,S92000003,d,S08000019,Breast,,40,r,37,r
2017Q4,S92000003,d,S08000019,Colorectal,,18,r,14,r
2017Q4,S92000003,d,S08000019,Head & Neck,,5,r,5,r
2017Q4,S92000003,d,S08000019,Lung,,40,r,39,r
2017Q4,S92000003,d,S08000019,Lymphoma,,7,r,7,r
2017Q4,S92000003,d,S08000019,Melanoma,,12,r,10,r
2017Q4,S92000003,d,S08000019,Ovarian,,1,r,1,r
2017Q4,S92000003,d,S08000019,Upper GI,,16,r,16,r
2017Q4,S92000003,d,S08000019,Urological,,54,r,41,r
2017Q4,S92000003,d,S08000019,All Cancer Types,d,193,r,170,r
2017Q4,S92000003,d,S08000020,Breast,,97,r,90,r
2017Q4,S92000003,d,S08000020,Cervical,,5,r,4,r
2017Q4,S92000003,d,S08000020,Colorectal,,44,r,27,r
2017Q4,S92000003,d,S08000020,Head & Neck,,14,r,8,r
2017Q4,S92000003,d,S08000020,Lung,,96,r,84,r
2017Q4,S92000003,d,S08000020,Lymphoma,,8,r,6,r
2017Q4,S92000003,d,S08000020,Melanoma,,15,r,10,r
2017Q4,S92000003,d,S08000020,Ovarian,,9,r,9,r
2017Q4,S92000003,d,S08000020,Upper GI,,49,r,44,r
2017Q4,S92000003,d,S08000020,Urological,,70,r,42,r
2017Q4,S92000003,d,S08000020,All Cancer Types,d,407,r,324,r
2017Q4,S92000003,d,S08000022,Breast,,56,r,55,r
2017Q4,S92000003,d,S08000022,Cervical,,1,r,1,r
2017Q4,S92000003,d,S08000022,Colorectal,,23,r,20,r
2017Q4,S92000003,d,S08000022,Head & Neck,,6,r,5,r
2017Q4,S92000003,d,S08000022,Lung,,24,r,24,r
2017Q4,S92000003,d,S08000022,Lymphoma,,9,r,8,r
2017Q4,S92000003,d,S08000022,Melanoma,,9,r,8,r
2017Q4,S92000003,d,S08000022,Ovarian,,6,r,4,r
2017Q4,S92000003,d,S08000022,Upper GI,,21,r,18,r
2017Q4,S92000003,d,S08000022,Urological,,26,r,11,r
2017Q4,S92000003,d,S08000022,All Cancer Types,d,181,r,154,r
2017Q4,S92000003,d,S08000024,Breast,,192,r,191,r
2017Q4,S92000003,d,S08000024,Cervical,,3,r,3,r
2017Q4,S92000003,d,S08000024,Colorectal,,87,r,76,r
2017Q4,S92000003,d,S08000024,Head & Neck,,32,r,32,r
2017Q4,S92000003,d,S08000024,Lung,,76,r,70,r
2017Q4,S92000003,d,S08000024,Lymphoma,,18,r,16,r
2017Q4,S92000003,d,S08000024,Melanoma,,24,r,15,r
2017Q4,S92000003,d,S08000024,Ovarian,,15,r,14,r
2017Q4,S92000003,d,S08000024,Upper GI,,38,r,37,r
2017Q4,S92000003,d,S08000024,Urological,,104,r,72,r
2017Q4,S92000003,d,S08000024,All Cancer Types,d,589,r,526,r
2017Q4,S92000003,d,S08000025,Colorectal,,1,r,1,r
2017Q4,S92000003,d,S08000025,All Cancer Types,d,1,r,1,r
2017Q4,S92000003,d,S08000026,Breast,,1,r,1,r
2017Q4,S92000003,d,S08000026,Upper GI,,4,r,4,r
2017Q4,S92000003,d,S08000026,Urological,,5,r,4,r
2017Q4,S92000003,d,S08000026,All Cancer Types,d,10,r,9,r
2017Q4,S92000003,d,S08000028,Colorectal,,1,r,1,r
2017Q4,S92000003,d,S08000028,Lung,,3,r,3,r
2017Q4,S92000003,d,S08000028,Upper GI,,1,r,1,r
2017Q4,S92000003,d,S08000028,Urological,,2,r,1,r
2017Q4,S92000003,d,S08000028,All Cancer Types,d,7,r,6,r
2017Q4,S92000003,d,S08000029,Breast,,38,r,38,r
2017Q4,S92000003,d,S08000029,Colorectal,,35,r,34,r
2017Q4,S92000003,d,S08000029,Lung,,31,r,30,r
2017Q4,S92000003,d,S08000029,Lymphoma,,3,r,3,r
2017Q4,S92000003,d,S08000029,Melanoma,,6,r,6,r
2017Q4,S92000003,d,S08000029,Ovarian,,3,r,3,r
2017Q4,S92000003,d,S08000029,Upper GI,,26,r,25,r
2017Q4,S92000003,d,S08000029,Urological,,37,r,29,r
2017Q4,S92000003,d,S08000029,All Cancer Types,d,179,r,168,r
2017Q4,S92000003,d,S08000030,Breast,,72,r,70,r
2017Q4,S92000003,d,S08000030,Cervical,,1,r,0,r
2017Q4,S92000003,d,S08000030,Colorectal,,42,r,37,r
2017Q4,S92000003,d,S08000030,Head & Neck,,6,r,5,r
2017Q4,S92000003,d,S08000030,Lung,,36,r,31,r
2017Q4,S92000003,d,S08000030,Melanoma,,4,r,4,r
2017Q4,S92000003,d,S08000030,Ovarian,,8,r,8,r
2017Q4,S92000003,d,S08000030,Upper GI,,20,r,18,r
2017Q4,S92000003,d,S08000030,Urological,,28,r,21,r
2017Q4,S92000003,d,S08000030,All Cancer Types,d,217,r,194,r
2017Q4,S92000003,d,S08000031,Breast,,250,r,215,r
2017Q4,S92000003,d,S08000031,Cervical,,10,r,7,r
2017Q4,S92000003,d,S08000031,Colorectal,,115,r,89,r
2017Q4,S92000003,d,S08000031,Head & Neck,,66,r,61,r
2017Q4,S92000003,d,S08000031,Lung,,136,r,129,r
2017Q4,S92000003,d,S08000031,Lymphoma,,48,r,44,r
2017Q4,S92000003,d,S08000031,Melanoma,,33,r,32,r
2017Q4,S92000003,d,S08000031,Ovarian,,19,r,18,r
2017Q4,S92000003,d,S08000031,Upper GI,,124,r,97,r
2017Q4,S92000003,d,S08000031,Urological,,158,r,89,r
2017Q4,S92000003,d,S08000031,All Cancer Types,d,959,r,781,r
2017Q4,S92000003,d,S08000032,Breast,,50,r,50,r
2017Q4,S92000003,d,S08000032,Cervical,,2,r,2,r
2017Q4,S92000003,d,S08000032,Colorectal,,57,r,53,r
2017Q4,S92000003,d,S08000032,Head & Neck,,11,r,11,r
2017Q4,S92000003,d,S08000032,Lung,,20,r,20,r
2017Q4,S92000003,d,S08000032,Lymphoma,,11,r,11,r
2017Q4,S92000003,d,S08000032,Melanoma,,16,r,15,r
2017Q4,S92000003,d,S08000032,Ovarian,,1,r,1,r
2017Q4,S92000003,d,S08000032,Upper GI,,24,r,24,r
2017Q4,S92000003,d,S08000032,Urological,,46,r,43,r
2017Q4,S92000003,d,S08000032,All Cancer Types,d,238,r,230,r
2017Q4,S92000003,d,SB0801,Lung,,33,r,24,r
2017Q4,S92000003,d,SB0801,All Cancer Types,d,33,r,24,r
2018Q1,S08000015,,S08000015,Breast,,75,r,74,r
2018Q1,S08000015,,S08000015,Cervical,,4,r,4,r
2018Q1,S08000015,,S08000015,Colorectal,,41,r,35,r
2018Q1,S08000015,,S08000015,Head & Neck,,5,r,5,r
2018Q1,S08000015,,S08000015,Lung,,23,r,22,r
2018Q1,S08000015,,S08000015,Melanoma,,12,r,9,r
2018Q1,S08000015,,S08000015,Ovarian,,4,r,4,r
2018Q1,S08000015,,S08000015,Upper GI,,21,r,18,r
2018Q1,S08000015,,S08000015,Urological,,32,r,29,r
2018Q1,S08000015,,S08000015,All Cancer Types,d,217,r,200,r
2018Q1,S08000015,,S08000017,Breast,,5,r,5,r
2018Q1,S08000015,,S08000017,All Cancer Types,d,5,r,5,r
2018Q1,S08000015,,S08000024,Breast,,1,r,0,r
2018Q1,S08000015,,S08000024,All Cancer Types,d,1,r,0,r
2018Q1,S08000015,,S08000031,Breast,,1,r,1,r
2018Q1,S08000015,,S08000031,Cervical,,3,r,1,r
2018Q1,S08000015,,S08000031,Colorectal,,3,r,1,r
2018Q1,S08000015,,S08000031,Head & Neck,,4,r,3,r
2018Q1,S08000015,,S08000031,Lung,,7,r,5,r
2018Q1,S08000015,,S08000031,Ovarian,,6,r,4,r
2018Q1,S08000015,,S08000031,Upper GI,,13,r,10,r
2018Q1,S08000015,,S08000031,Urological,,2,r,2,r
2018Q1,S08000015,,S08000031,All Cancer Types,d,39,r,27,r
2018Q1,S08000015,,SB0801,Lung,,5,r,1,r
2018Q1,S08000015,,SB0801,All Cancer Types,d,5,r,1,r
2018Q1,S08000016,,S08000016,Breast,,7,r,7,r
2018Q1,S08000016,,S08000016,Cervical,,1,r,1,r
2018Q1,S08000016,,S08000016,Colorectal,,15,r,15,r
2018Q1,S08000016,,S08000016,Head & Neck,,1,r,1,r
2018Q1,S08000016,,S08000016,Lung,,15,r,15,r
2018Q1,S08000016,,S08000016,Lymphoma,,4,r,4,r
2018Q1,S08000016,,S08000016,Melanoma,,3,r,3,r
2018Q1,S08000016,,S08000016,Ovarian,,3,r,3,r
2018Q1,S08000016,,S08000016,Upper GI,,9,r,9,r
2018Q1,S08000016,,S08000016,Urological,,7,r,7,r
2018Q1,S08000016,,S08000016,All Cancer Types,d,65,r,65,r
2018Q1,S08000016,,S08000024,Breast,,1,r,1,r
2018Q1,S08000016,,S08000024,Colorectal,,5,r,4,r
2018Q1,S08000016,,S08000024,Head & Neck,,3,r,3,r
2018Q1,S08000016,,S08000024,Lung,,7,r,7,r
2018Q1,S08000016,,S08000024,Lymphoma,,1,r,1,r
2018Q1,S08000016,,S08000024,Melanoma,,1,r,1,r
2018Q1,S08000016,,S08000024,Ovarian,,3,r,3,r
2018Q1,S08000016,,S08000024,Upper GI,,2,r,2,r
2018Q1,S08000016,,S08000024,Urological,,4,r,1,r
2018Q1,S08000016,,S08000024,All Cancer Types,d,27,r,23,r
2018Q1,S08000017,,S08000017,Breast,,17,r,17,r
2018Q1,S08000017,,S08000017,Colorectal,,22,r,22,r
2018Q1,S08000017,,S08000017,Head & Neck,,1,r,1,r
2018Q1,S08000017,,S08000017,Lung,,18,r,18,r
2018Q1,S08000017,,S08000017,Lymphoma,,3,r,2,r
2018Q1,S08000017,,S08000017,Melanoma,,1,r,1,r
2018Q1,S08000017,,S08000017,Ovarian,,1,r,1,r
2018Q1,S08000017,,S08000017,Upper GI,,16,r,16,r
2018Q1,S08000017,,S08000017,Urological,,12,r,11,r
2018Q1,S08000017,,S08000017,All Cancer Types,d,91,r,89,r
2018Q1,S08000017,,S08000024,Colorectal,,2,r,1,r
2018Q1,S08000017,,S08000024,Lung,,1,r,1,r
2018Q1,S08000017,,S08000024,Upper GI,,2,r,1,r
2018Q1,S08000017,,S08000024,Urological,,1,r,0,r
2018Q1,S08000017,,S08000024,All Cancer Types,d,6,r,3,r
2018Q1,S08000017,,S08000031,Head & Neck,,1,r,1,r
2018Q1,S08000017,,S08000031,All Cancer Types,d,1,r,1,r
2018Q1,S08000017,,SB0801,Lung,,2,r,2,r
2018Q1,S08000017,,SB0801,All Cancer Types,d,2,r,2,r
2018Q1,S08000019,,S08000019,Breast,,25,r,25,r
2018Q1,S08000019,,S08000019,Cervical,,1,r,1,r
2018Q1,S08000019,,S08000019,Colorectal,,28,r,19,r
2018Q1,S08000019,,S08000019,Head & Neck,,3,r,3,r
2018Q1,S08000019,,S08000019,Lung,,32,r,31,r
2018Q1,S08000019,,S08000019,Lymphoma,,12,r,11,r
2018Q1,S08000019,,S08000019,Melanoma,,18,r,14,r
2018Q1,S08000019,,S08000019,Ovarian,,1,r,1,r
2018Q1,S08000019,,S08000019,Upper GI,,12,r,12,r
2018Q1,S08000019,,S08000019,Urological,,64,r,51,r
2018Q1,S08000019,,S08000019,All Cancer Types,d,196,r,168,r
2018Q1,S08000019,,S08000024,Lung,,2,r,1,r
2018Q1,S08000019,,S08000024,Upper GI,,1,r,1,r
2018Q1,S08000019,,S08000024,All Cancer Types,d,3,r,2,r
2018Q1,S08000019,,S08000031,Head & Neck,,3,r,0,r
2018Q1,S08000019,,S08000031,Lung,,8,r,7,r
2018Q1,S08000019,,S08000031,Ovarian,,2,r,2,r
2018Q1,S08000019,,S08000031,Upper GI,,3,r,2,r
2018Q1,S08000019,,S08000031,Urological,,10,r,0,r
2018Q1,S08000019,,S08000031,All Cancer Types,d,26,r,11,r
2018Q1,S08000019,,S08000032,Head & Neck,,2,r,2,r
2018Q1,S08000019,,S08000032,All Cancer Types,d,2,r,2,r
2018Q1,S08000019,,SB0801,Lung,,4,r,1,r
2018Q1,S08000019,,SB0801,All Cancer Types,d,4,r,1,r
2018Q1,S08000020,,S08000020,Breast,,74,r,65,r
2018Q1,S08000020,,S08000020,Cervical,,4,r,2,r
2018Q1,S08000020,,S08000020,Colorectal,,43,r,27,r
2018Q1,S08000020,,S08000020,Head & Neck,,11,r,10,r
2018Q1,S08000020,,S08000020,Lung,,69,r,59,r
2018Q1,S08000020,,S08000020,Lymphoma,,9,r,8,r
2018Q1,S08000020,,S08000020,Melanoma,,21,r,14,r
2018Q1,S08000020,,S08000020,Ovarian,,9,r,5,r
2018Q1,S08000020,,S08000020,Upper GI,,44,r,39,r
2018Q1,S08000020,,S08000020,Urological,,75,r,46,r
2018Q1,S08000020,,S08000020,All Cancer Types,d,359,r,275,r
2018Q1,S08000020,,S08000031,Lung,,1,r,1,r
2018Q1,S08000020,,S08000031,All Cancer Types,d,1,r,1,r
2018Q1,S08000022,,S08000020,Head & Neck,,1,r,1,r
2018Q1,S08000022,,S08000020,Lung,,1,r,1,r
2018Q1,S08000022,,S08000020,Ovarian,,2,r,2,r
2018Q1,S08000022,,S08000020,Urological,,5,r,0,r
2018Q1,S08000022,,S08000020,All Cancer Types,d,9,r,4,r
2018Q1,S08000022,,S08000022,Breast,,56,r,56,r
2018Q1,S08000022,,S08000022,Cervical,,3,r,3,r
2018Q1,S08000022,,S08000022,Colorectal,,29,r,23,r
2018Q1,S08000022,,S08000022,Head & Neck,,1,r,1,r
2018Q1,S08000022,,S08000022,Lung,,20,r,19,r
2018Q1,S08000022,,S08000022,Lymphoma,,8,r,8,r
2018Q1,S08000022,,S08000022,Melanoma,,12,r,11,r
2018Q1,S08000022,,S08000022,Ovarian,,4,r,4,r
2018Q1,S08000022,,S08000022,Upper GI,,29,r,24,r
2018Q1,S08000022,,S08000022,Urological,,39,r,17,r
2018Q1,S08000022,,S08000022,All Cancer Types,d,201,r,166,r
2018Q1,S08000022,,S08000028,Breast,,2,r,2,r
2018Q1,S08000022,,S08000028,Lung,,1,r,1,r
2018Q1,S08000022,,S08000028,All Cancer Types,d,3,r,3,r
2018Q1,S08000022,,S08000030,Head & Neck,,1,r,1,r
2018Q1,S08000022,,S08000030,All Cancer Types,d,1,r,1,r
2018Q1,S08000022,,S08000031,Colorectal,,1,r,1,r
2018Q1,S08000022,,S08000031,Head & Neck,,2,r,2,r
2018Q1,S08000022,,S08000031,Lung,,3,r,2,r
2018Q1,S08000022,,S08000031,All Cancer Types,d,6,r,5,r
2018Q1,S08000022,,SB0801,Lung,,1,r,1,r
2018Q1,S08000022,,SB0801,All Cancer Types,d,1,r,1,r
2018Q1,S08000024,,S08000024,Breast,,150,r,150,r
2018Q1,S08000024,,S08000024,Cervical,,9,r,9,r
2018Q1,S08000024,,S08000024,Colorectal,,70,r,51,r
2018Q1,S08000024,,S08000024,Head & Neck,,24,r,22,r
2018Q1,S08000024,,S08000024,Lung,,46,r,45,r
2018Q1,S08000024,,S08000024,Lymphoma,,16,r,15,r
2018Q1,S08000024,,S08000024,Melanoma,,16,r,12,r
2018Q1,S08000024,,S08000024,Ovarian,,8,r,8,r
2018Q1,S08000024,,S08000024,Upper GI,,36,r,28,r
2018Q1,S08000024,,S08000024,Urological,,93,r,68,r
2018Q1,S08000024,,S08000024,All Cancer Types,d,468,r,408,r
2018Q1,S08000024,,S08000029,Breast,,1,r,1,r
2018Q1,S08000024,,S08000029,All Cancer Types,d,1,r,1,r
2018Q1,S08000025,,S08000020,Lung,,2,r,2,r
2018Q1,S08000025,,S08000020,Upper GI,,1,r,1,r
2018Q1,S08000025,,S08000020,Urological,,1,r,0,r
2018Q1,S08000025,,S08000020,All Cancer Types,d,4,r,3,r
2018Q1,S08000025,,S08000022,Upper GI,,1,r,1,r
2018Q1,S08000025,,S08000022,All Cancer Types,d,1,r,1,r
2018Q1,S08000025,,S08000025,Colorectal,,3,r,3,r
2018Q1,S08000025,,S08000025,Melanoma,,1,r,1,r
2018Q1,S08000025,,S08000025,Upper GI,,2,r,2,r
2018Q1,S08000025,,S08000025,Urological,,2,r,2,r
2018Q1,S08000025,,S08000025,All Cancer Types,d,8,r,8,r
2018Q1,S08000026,,S08000020,Breast,,2,r,2,r
2018Q1,S08000026,,S08000020,Colorectal,,1,r,1,r
2018Q1,S08000026,,S08000020,All Cancer Types,d,3,r,3,r
2018Q1,S08000026,,S08000026,Breast,,3,r,3,r
2018Q1,S08000026,,S08000026,Colorectal,,6,r,6,r
2018Q1,S08000026,,S08000026,Lung,,3,r,3,r
2018Q1,S08000026,,S08000026,Melanoma,,1,r,1,r
2018Q1,S08000026,,S08000026,Urological,,2,r,2,r
2018Q1,S08000026,,S08000026,All Cancer Types,d,15,r,15,r
2018Q1,S08000028,,S08000022,Colorectal,,2,r,2,r
2018Q1,S08000028,,S08000022,Lung,,2,r,1,r
2018Q1,S08000028,,S08000022,Lymphoma,,1,r,1,r
2018Q1,S08000028,,S08000022,Urological,,2,r,2,r
2018Q1,S08000028,,S08000022,All Cancer Types,d,7,r,6,r
2018Q1,S08000028,,S08000028,Colorectal,,1,r,1,r
2018Q1,S08000028,,S08000028,Lung,,3,r,3,r
2018Q1,S08000028,,S08000028,Lymphoma,,1,r,1,r
2018Q1,S08000028,,S08000028,Upper GI,,2,r,2,r
2018Q1,S08000028,,S08000028,Urological,,1,r,0,r
2018Q1,S08000028,,S08000028,All Cancer Types,d,8,r,7,r
2018Q1,S08000028,,S08000031,Colorectal,,1,r,1,r
2018Q1,S08000028,,S08000031,All Cancer Types,d,1,r,1,r
2018Q1,S08000028,,SB0801,Lung,,2,r,2,r
2018Q1,S08000028,,SB0801,All Cancer Types,d,2,r,2,r
2018Q1,S08000029,,S08000024,Cervical,,1,r,0,r
2018Q1,S08000029,,S08000024,Colorectal,,2,r,1,r
2018Q1,S08000029,,S08000024,Head & Neck,,5,r,4,r
2018Q1,S08000029,,S08000024,Lung,,16,r,12,r
2018Q1,S08000029,,S08000024,Upper GI,,5,r,2,r
2018Q1,S08000029,,S08000024,Urological,,2,r,0,r
2018Q1,S08000029,,S08000024,All Cancer Types,d,31,r,19,r
2018Q1,S08000029,,S08000029,Breast,,23,r,21,r
2018Q1,S08000029,,S08000029,Colorectal,,31,r,31,r
2018Q1,S08000029,,S08000029,Head & Neck,,1,r,1,r
2018Q1,S08000029,,S08000029,Lung,,48,r,45,r
2018Q1,S08000029,,S08000029,Lymphoma,,4,r,3,r
2018Q1,S08000029,,S08000029,Melanoma,,5,r,5,r
2018Q1,S08000029,,S08000029,Ovarian,,6,r,5,r
2018Q1,S08000029,,S08000029,Upper GI,,19,r,19,r
2018Q1,S08000029,,S08000029,Urological,,31,r,23,r
2018Q1,S08000029,,S08000029,All Cancer Types,d,168,r,153,r
2018Q1,S08000029,,S08000030,Head & Neck,,3,r,2,r
2018Q1,S08000029,,S08000030,Lung,,1,r,1,r
2018Q1,S08000029,,S08000030,All Cancer Types,d,4,r,3,r
2018Q1,S08000030,,S08000020,Cervical,,1,r,0,r
2018Q1,S08000030,,S08000020,All Cancer Types,d,1,r,0,r
2018Q1,S08000030,,S08000024,Lung,,4,r,4,r
2018Q1,S08000030,,S08000024,Urological,,1,r,1,r
2018Q1,S08000030,,S08000024,All Cancer Types,d,5,r,5,r
2018Q1,S08000030,,S08000030,Breast,,58,r,56,r
2018Q1,S08000030,,S08000030,Cervical,,4,r,1,r
2018Q1,S08000030,,S08000030,Colorectal,,56,r,47,r
2018Q1,S08000030,,S08000030,Head & Neck,,5,r,4,r
2018Q1,S08000030,,S08000030,Lung,,41,r,32,r
2018Q1,S08000030,,S08000030,Lymphoma,,4,r,4,r
2018Q1,S08000030,,S08000030,Melanoma,,4,r,4,r
2018Q1,S08000030,,S08000030,Ovarian,,4,r,3,r
2018Q1,S08000030,,S08000030,Upper GI,,20,r,19,r
2018Q1,S08000030,,S08000030,Urological,,42,r,36,r
2018Q1,S08000030,,S08000030,All Cancer Types,d,238,r,206,r
2018Q1,S08000031,,S08000019,Breast,,6,r,6,r
2018Q1,S08000031,,S08000019,All Cancer Types,d,6,r,6,r
2018Q1,S08000031,,S08000031,Breast,,225,r,200,r
2018Q1,S08000031,,S08000031,Cervical,,4,r,4,r
2018Q1,S08000031,,S08000031,Colorectal,,122,r,98,r
2018Q1,S08000031,,S08000031,Head & Neck,,44,r,37,r
2018Q1,S08000031,,S08000031,Lung,,121,r,110,r
2018Q1,S08000031,,S08000031,Lymphoma,,33,r,29,r
2018Q1,S08000031,,S08000031,Melanoma,,30,r,30,r
2018Q1,S08000031,,S08000031,Ovarian,,11,r,11,r
2018Q1,S08000031,,S08000031,Upper GI,,83,r,67,r
2018Q1,S08000031,,S08000031,Urological,,147,r,78,r
2018Q1,S08000031,,S08000031,All Cancer Types,d,820,r,664,r
2018Q1,S08000031,,S08000032,Breast,,13,r,13,r
2018Q1,S08000031,,S08000032,All Cancer Types,d,13,r,13,r
2018Q1,S08000031,,SB0801,Lung,,16,r,12,r
2018Q1,S08000031,,SB0801,All Cancer Types,d,16,r,12,r
2018Q1,S08000032,,S08000031,Breast,,6,r,6,r
2018Q1,S08000032,,S08000031,Cervical,,4,r,3,r
2018Q1,S08000032,,S08000031,Colorectal,,8,r,7,r
2018Q1,S08000032,,S08000031,Head & Neck,,8,r,8,r
2018Q1,S08000032,,S08000031,Lung,,11,r,11,r
2018Q1,S08000032,,S08000031,Lymphoma,,1,r,1,r
2018Q1,S08000032,,S08000031,Ovarian,,3,r,3,r
2018Q1,S08000032,,S08000031,Upper GI,,3,r,2,r
2018Q1,S08000032,,S08000031,Urological,,4,r,4,r
2018Q1,S08000032,,S08000031,All Cancer Types,d,48,r,45,r
2018Q1,S08000032,,S08000032,Breast,,60,r,60,r
2018Q1,S08000032,,S08000032,Cervical,,2,r,2,r
2018Q1,S08000032,,S08000032,Colorectal,,45,r,39,r
2018Q1,S08000032,,S08000032,Head & Neck,,2,r,2,r
2018Q1,S08000032,,S08000032,Lung,,30,r,30,r
2018Q1,S08000032,,S08000032,Lymphoma,,11,r,11,r
2018Q1,S08000032,,S08000032,Melanoma,,25,r,24,r
2018Q1,S08000032,,S08000032,Ovarian,,1,r,1,r
2018Q1,S08000032,,S08000032,Upper GI,,35,r,35,r
2018Q1,S08000032,,S08000032,Urological,,45,r,45,r
2018Q1,S08000032,,S08000032,All Cancer Types,d,256,r,249,r
2018Q1,S08000032,,SB0801,Lung,,7,r,6,r
2018Q1,S08000032,,SB0801,All Cancer Types,d,7,r,6,r
2018Q1,S92000003,d,S08000015,Breast,,75,r,74,r
2018Q1,S92000003,d,S08000015,Cervical,,4,r,4,r
2018Q1,S92000003,d,S08000015,Colorectal,,41,r,35,r
2018Q1,S92000003,d,S08000015,Head & Neck,,5,r,5,r
2018Q1,S92000003,d,S08000015,Lung,,23,r,22,r
2018Q1,S92000003,d,S08000015,Melanoma,,12,r,9,r
2018Q1,S92000003,d,S08000015,Ovarian,,4,r,4,r
2018Q1,S92000003,d,S08000015,Upper GI,,21,r,18,r
2018Q1,S92000003,d,S08000015,Urological,,32,r,29,r
2018Q1,S92000003,d,S08000015,All Cancer Types,d,217,r,200,r
2018Q1,S92000003,d,S08000016,Breast,,7,r,7,r
2018Q1,S92000003,d,S08000016,Cervical,,1,r,1,r
2018Q1,S92000003,d,S08000016,Colorectal,,15,r,15,r
2018Q1,S92000003,d,S08000016,Head & Neck,,1,r,1,r
2018Q1,S92000003,d,S08000016,Lung,,15,r,15,r
2018Q1,S92000003,d,S08000016,Lymphoma,,4,r,4,r
2018Q1,S92000003,d,S08000016,Melanoma,,3,r,3,r
2018Q1,S92000003,d,S08000016,Ovarian,,3,r,3,r
2018Q1,S92000003,d,S08000016,Upper GI,,9,r,9,r
2018Q1,S92000003,d,S08000016,Urological,,7,r,7,r
2018Q1,S92000003,d,S08000016,All Cancer Types,d,65,r,65,r
2018Q1,S92000003,d,S08000017,Breast,,22,r,22,r
2018Q1,S92000003,d,S08000017,Colorectal,,22,r,22,r
2018Q1,S92000003,d,S08000017,Head & Neck,,1,r,1,r
2018Q1,S92000003,d,S08000017,Lung,,18,r,18,r
2018Q1,S92000003,d,S08000017,Lymphoma,,3,r,2,r
2018Q1,S92000003,d,S08000017,Melanoma,,1,r,1,r
2018Q1,S92000003,d,S08000017,Ovarian,,1,r,1,r
2018Q1,S92000003,d,S08000017,Upper GI,,16,r,16,r
2018Q1,S92000003,d,S08000017,Urological,,12,r,11,r
2018Q1,S92000003,d,S08000017,All Cancer Types,d,96,r,94,r
2018Q1,S92000003,d,S08000019,Breast,,31,r,31,r
2018Q1,S92000003,d,S08000019,Cervical,,1,r,1,r
